Payments to suppliers over £500 - April 2020,,,,,,,,,
,,,,,,,,,
Body Name,Service Label,Cost Centre,Expenditure Category,Nominal,NominalDesc,Accounting Date,System Reference,Line Amount SUM,Vendor Name
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,27/04/2020,14890,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,27/04/2020,14893,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,27/04/2020,14894,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,27/04/2020,14895,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,27/04/2020,14896,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,27/04/2020,14897,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,27/04/2020,14901,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,27/04/2020,14902,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,27/04/2020,14903,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,27/04/2020,14908,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,27/04/2020,14913,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,27/04/2020,14919,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,27/04/2020,14921,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,27/04/2020,14923,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,27/04/2020,14925,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,27/04/2020,14927,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,27/04/2020,14930,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,27/04/2020,14933,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,27/04/2020,14934,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,27/04/2020,14935,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,27/04/2020,14936,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,27/04/2020,14940,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,27/04/2020,14950,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,27/04/2020,14955,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,27/04/2020,14957,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,27/04/2020,14960,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,27/04/2020,14961,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,27/04/2020,14962,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,27/04/2020,14965,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,27/04/2020,14966,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,27/04/2020,14967,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,27/04/2020,14968,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,27/04/2020,14969,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,27/04/2020,14970,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,27/04/2020,14971,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,27/04/2020,14972,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,27/04/2020,14973,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,27/04/2020,14975,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,27/04/2020,14976,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,27/04/2020,14977,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,27/04/2020,14979,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,27/04/2020,14980,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,27/04/2020,14981,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,27/04/2020,14983,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,27/04/2020,14989,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,27/04/2020,14992,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,27/04/2020,14993,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,27/04/2020,14995,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,27/04/2020,14998,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,27/04/2020,14999,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,27/04/2020,15000,"25,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,27/04/2020,15003,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,27/04/2020,14959,"10,000.00",Rockwealth Norwich Ltd
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,27/04/2020,13426,"10,000.00",Rosie'S Hair Beauty & Make-Up Studio Lim
Norwich City Council,Mail Handling Team,550040,Postages General,2614,Postages General              ,27/04/2020,10692,"1,268.46",ROYAL MAIL GROUP PLC                    
Norwich City Council,Mail Handling Team,550040,Postages General,2614,Postages General              ,27/04/2020,12087,"2,649.41",ROYAL MAIL GROUP PLC                    
Norwich City Council,Mail Handling Team,550040,Postages General,2614,Postages General              ,27/04/2020,12088,"3,149.65",ROYAL MAIL GROUP PLC                    
Norwich City Council,Mail Handling Team,550040,Postages General,2614,Postages General              ,27/04/2020,12084,"3,257.18",ROYAL MAIL GROUP PLC                    
Norwich City Council,Mail Handling Team,550040,Postages General,2614,Postages General              ,27/04/2020,12108,"3,951.87",ROYAL MAIL GROUP PLC                    
Norwich City Council,Mail Handling Team,550040,Postages General,2614,Postages General              ,27/04/2020,12082,"4,971.17",ROYAL MAIL GROUP PLC                    
Norwich City Council,Mail Handling Team,550040,Postages General,2614,Postages General              ,27/04/2020,12087,"5,504.52",ROYAL MAIL GROUP PLC                    
Norwich City Council,Mail Handling Team,550040,Postages General,2614,Postages General              ,27/04/2020,12088,"7,019.65",ROYAL MAIL GROUP PLC                    
Norwich City Council,Mail Handling Team,550040,Postages General,2614,Postages General              ,27/04/2020,12085,"8,784.69",ROYAL MAIL GROUP PLC                    
Norwich City Council,Mail Handling Team,550040,Postages General,2614,Postages General              ,27/04/2020,12445,"8,870.88",ROYAL MAIL GROUP PLC                    
Norwich City Council,Mail Handling Team,550040,Postages General,2614,Postages General              ,27/04/2020,12092,"11,226.39",ROYAL MAIL GROUP PLC                    
Norwich City Council,Mail Handling Team,550040,Postages General,2614,Postages General              ,27/04/2020,11991,"14,518.07",ROYAL MAIL GROUP PLC                    
Norwich City Council,Mail Handling Team,550040,Postages General,2614,Postages General              ,27/04/2020,12086,"33,269.09",ROYAL MAIL GROUP PLC                    
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,27/04/2020,14909,"10,000.00",Rthirteen Recruitment Ltd
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,27/04/2020,14869,"10,000.00",Sas Uk Installations Limited
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,27/04/2020,14848,"10,000.00",Sbm Media Ltd
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,27/04/2020,14798,"10,000.00",Seed Brothers (East Anglia) Limited
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,27/04/2020,14954,"10,000.00",Sentience Automotive Solutions Ltd
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,27/04/2020,14866,"10,000.00",Series Hair Studio
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,27/04/2020,15001,"25,000.00",Sky UK Ltd
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,27/04/2020,14949,"10,000.00",Slim Glass Ltd
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,27/04/2020,14829,"10,000.00",Smokey Barn Coffee Roasters Ltd
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,27/04/2020,14911,"10,000.00",Soter Professional Services Limited
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,27/04/2020,14932,"10,000.00",Squarehost Ltd
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,27/04/2020,14991,"10,000.00",St Benedicts Apartments Ltd
Norwich City Council,Housing partnerships,410140,Projects,2832,Projects                      ,27/04/2020,14788,"311,716.00",ST MARTINS HOUSING TRUST                
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,27/04/2020,14823,"10,000.00",Sweet Briar Office Solutions Ltd
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,27/04/2020,14858,"10,000.00",Swift Engineering Solutions Ltd
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,27/04/2020,14988,"10,000.00",T & A Trading Norwich Ltd
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,27/04/2020,14807,"10,000.00",T T Jones Electrical Ltd
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,27/04/2020,14912,"10,000.00",Team Pick Limited
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,27/04/2020,14943,"10,000.00",Tfr Property Improvements Limited
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,27/04/2020,14900,"10,000.00",The Alchemists Cupboard Ltd
Norwich City Council,Social Policy/Arts Grants,310060,Grants  - Main ex SLA's,2727,Grants  - Main ex SLA's       ,27/04/2020,14783,"6,000.00",THE FORUM TRUST LIMITED                 
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,27/04/2020,14952,"10,000.00",The Games Table Ltd
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,27/04/2020,14817,"10,000.00",The Hairdresser (Norwich) Ltd
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,27/04/2020,14958,"10,000.00",The Happy Family Ltd T/A New Lucky Star
