Payments to suppliers over £500 - April 2020,,,,,,,,,
,,,,,,,,,
Body Name,Service Label,Cost Centre,Expenditure Category,Nominal,NominalDesc,Accounting Date,System Reference,Line Amount SUM,Vendor Name
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,23/04/2020,13202,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,23/04/2020,13203,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,23/04/2020,13206,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,23/04/2020,13208,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,23/04/2020,13209,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,23/04/2020,13210,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,23/04/2020,13211,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,23/04/2020,13213,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,23/04/2020,13214,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,23/04/2020,13215,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,23/04/2020,13216,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,23/04/2020,13217,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,23/04/2020,13218,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,23/04/2020,13219,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,23/04/2020,13220,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,23/04/2020,13221,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,23/04/2020,13222,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,23/04/2020,13225,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,23/04/2020,13227,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,23/04/2020,13228,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,23/04/2020,13229,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,23/04/2020,13231,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,23/04/2020,13235,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,23/04/2020,13237,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,23/04/2020,13239,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,23/04/2020,13240,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,23/04/2020,13246,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,23/04/2020,13247,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,23/04/2020,13249,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,23/04/2020,13250,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,23/04/2020,13253,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,23/04/2020,13254,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,23/04/2020,13256,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,23/04/2020,13257,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,23/04/2020,13258,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,23/04/2020,13259,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,23/04/2020,13261,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,23/04/2020,13263,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,23/04/2020,13264,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,23/04/2020,13265,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,23/04/2020,13266,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,23/04/2020,13267,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,23/04/2020,13268,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,23/04/2020,13269,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,23/04/2020,13270,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,23/04/2020,13271,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,23/04/2020,13272,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,23/04/2020,13273,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,23/04/2020,13276,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,23/04/2020,13285,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,23/04/2020,13286,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,23/04/2020,13290,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,23/04/2020,13291,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,23/04/2020,13292,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,23/04/2020,13294,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,23/04/2020,13297,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,23/04/2020,13300,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,23/04/2020,13304,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,23/04/2020,13308,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,23/04/2020,13309,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,23/04/2020,13310,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,23/04/2020,13311,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,23/04/2020,13312,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,23/04/2020,13313,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,23/04/2020,13316,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,23/04/2020,13320,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,23/04/2020,13321,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,23/04/2020,13322,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,23/04/2020,13324,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,23/04/2020,13325,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,23/04/2020,13326,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,23/04/2020,13329,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,23/04/2020,13331,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,23/04/2020,13332,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,23/04/2020,13333,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,23/04/2020,13334,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,23/04/2020,13336,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,23/04/2020,13337,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,23/04/2020,13339,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,23/04/2020,13341,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,23/04/2020,13343,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,23/04/2020,13345,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,23/04/2020,13347,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,23/04/2020,13348,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,23/04/2020,13350,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,23/04/2020,13351,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,23/04/2020,13353,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,23/04/2020,13354,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,23/04/2020,13355,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,23/04/2020,13359,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,23/04/2020,13360,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,23/04/2020,13361,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,23/04/2020,13363,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,23/04/2020,13366,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,23/04/2020,13367,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,23/04/2020,13368,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,23/04/2020,13370,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,23/04/2020,13371,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,23/04/2020,13373,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,23/04/2020,13375,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,23/04/2020,13376,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,23/04/2020,13379,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,23/04/2020,13380,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,23/04/2020,13381,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,23/04/2020,13382,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,23/04/2020,13384,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,23/04/2020,13385,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,23/04/2020,13388,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,23/04/2020,13392,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,23/04/2020,13393,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,23/04/2020,13394,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,23/04/2020,13397,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,23/04/2020,13399,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,23/04/2020,13400,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,23/04/2020,13406,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,23/04/2020,13407,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,23/04/2020,13411,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,23/04/2020,13419,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,23/04/2020,13422,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,23/04/2020,13423,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,23/04/2020,13425,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,23/04/2020,13428,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,23/04/2020,13429,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,23/04/2020,13432,"25,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,23/04/2020,13383,"10,000.00",Reilly Coffee Company Limited
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,23/04/2020,13357,"10,000.00",Rice And Spice Caterers Ltd
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,23/04/2020,13175,"10,000.00",Richmond Electronic Services Ltd
Norwich City Council,District Heating,721040,Fuel Oil,2215,Fuel Oil                      ,23/04/2020,12435,"1,795.17",RIX PETROLEUM LTD                       
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,23/04/2020,13426,"10,000.00",Rosie'S Hair Beauty & Make-Up Studio Lim
Norwich City Council,Mail Handling Team,550040,Postages General,2614,Postages General              ,23/04/2020,13071,"1,913.89",ROYAL MAIL GROUP PLC                    
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,23/04/2020,13224,"10,000.00",Saltwater
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,23/04/2020,13177,"10,000.00",Sew Creative (The Sewing Centre) Limited
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,23/04/2020,13178,"10,000.00",Shellback Ltd
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,23/04/2020,13305,"10,000.00",Silver Fish Bar Ltd
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,23/04/2020,13352,"10,000.00",Sir Toby'S Beers Ltd.
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,23/04/2020,13430,"10,000.00",Smart Image (Norwich) Limited
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,23/04/2020,13179,"10,000.00",Social Network Solutions Limited
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,23/04/2020,13299,"10,000.00",Solder Creative Limited
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,23/04/2020,13232,"10,000.00",Spice Norwich Ltd T/A Bombay Spice
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,23/04/2020,13413,"10,000.00",Sunshops (Uk) Limited
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,23/04/2020,13186,"10,000.00",T & C Hunt (Pharmacy) Limited
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,23/04/2020,13243,"10,000.00",Technical Design Services (Nch) Ltd
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,23/04/2020,13424,"10,000.00",Tep Barbers Ltd
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,23/04/2020,13180,"10,000.00",Th!Nk Property Ltd
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,23/04/2020,13116,"10,000.00",The Annex (Norfolk) Limited
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,23/04/2020,13431,"10,000.00",The Click Design Consultants Limited
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,23/04/2020,13302,"10,000.00",The Frock Spot Limited
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,23/04/2020,13293,"10,000.00",The Old Green Door Limited
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,23/04/2020,13117,"10,000.00",The Specs Factory Limited
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,23/04/2020,13403,"10,000.00",The William Iv (Norwich) Ltd
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,23/04/2020,13427,"10,000.00",The Yoga Tree Norwich Limited
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,23/04/2020,13181,"10,000.00",Thomas Tillett & Co
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,23/04/2020,13245,"10,000.00",Timberhill Bakery Ltd
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,23/04/2020,13283,"10,000.00",Time 2013 Limited
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,23/04/2020,13340,"10,000.00",Tin House
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,23/04/2020,13182,"10,000.00",Top Pizza Palace Ltd T/A Papa Johns
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,23/04/2020,13402,"10,000.00",Total Access Health Ltd.
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,23/04/2020,13420,"10,000.00",Toy Street Ltd
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,23/04/2020,13317,"10,000.00",True Love Creative Space Ltd
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,23/04/2020,13183,"10,000.00",Turners And Moore Ltd
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,23/04/2020,13414,"10,000.00",Unthank Fish And Chips Ltd
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,23/04/2020,13288,"10,000.00",Valley Of Flowers Ltd
Norwich City Council,Development Management,620060,Professional Advice/Fees,2850,Professional Advice/Fees      ,23/04/2020,11767,633.11,VALUATION OFFICE AGENCY                 
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,23/04/2020,13390,"10,000.00",Vega Direct Commercial Supplies Ltd.
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,23/04/2020,13184,"10,000.00",Websters Of Norwich Ltd
Norwich City Council,Insurance,512010,Insurance - Settlements,2258,Insurance - Settlements       ,23/04/2020,9712,"1,518.00",WEIGHTMANS LLP                          
Norwich City Council,Insurance,512010,Insurance - Settlements,2258,Insurance - Settlements       ,23/04/2020,9713,"1,599.00",WEIGHTMANS LLP                          
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,23/04/2020,13185,"10,000.00",Wensum Legal Limited
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,23/04/2020,13374,"10,000.00",Wise Green Energy Ltd
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,23/04/2020,13277,"10,000.00",Yare Electrical Services Ltd
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,23/04/2020,13287,"10,000.00",Your Style Tailoring Limited
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,23/04/2020,13369,"10,000.00",Yuksel (Norwich) Limited
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,24/04/2020,14235,"10,000.00", Diamond Services Ea Ltd
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,24/04/2020,14230,"10,000.00", Expert Print Management Ltd T/A Print B
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,24/04/2020,14239,"10,000.00", Master Of Barbers Ltd
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,24/04/2020,14214,"10,000.00", Mphs Developments Limited
